	0	1	Score
621	['result']	"# 1. i = 0
# 2. j = nums[0] = 0
# 3. nums[0] = 0, nums[0] = 0
# 4. i = 1
# 5. j = nums[1] = 1
# 6. nums[0] = 0, nums[1] = 1
# 7. i = 2
# 8. j = nums[2] = 2
# 9. nums[0] = 0, nums[2] = 2
# 10. i = 3
# 11. j = nums[3] = 3
# 12. nums[0] = 0, nums[3] = 3
# 13. i = 4
# 14. j = nums[4] = 4
# 15. nums[0] = 0, nums[4] = 4
# 16. i = 5
# 17. j ="	0
622	['burn']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
623	['hill']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
624	['safe']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
625	['cat']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
626	['century']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
627	['consider']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
628	['type']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
629	['law']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
630	['bit']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
631	['coast']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
632	['copy']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
633	['phrase']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
634	['silent']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
635	['tall']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
636	['sand']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
637	['soil']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
638	['roll']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
639	['temperature']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
640	['finger']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
641	['industry']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
642	['value']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
643	['fight']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
644	['lie']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
645	['beat']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
646	['excite']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
647	['natural']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
648	['view']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
649	['sense']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
650	['ear']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
651	['else']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
652	['quite']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
653	['broke']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
654	['case']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
655	['middle']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
656	['kill']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
657	['son']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
658	['lake']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
659	['moment']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
660	['scale']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
661	['loud']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
664	['child']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
665	['straight']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
666	['consonant']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
667	['nation']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
668	['dictionary']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
669	['milk']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
670	['speed']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
671	['method']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
672	['organ']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
673	['pay']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
#"	0
674	['age']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
675	['section']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
676	['dress']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
677	['cloud']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
678	['surprise']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i"	0
679	['quiet']	"# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. nums[i], nums[j] = nums[j], nums[i]
# 6. else:
# 7. i += 1
# 8. for i in range(len(nums)):
# 9. if i != nums[i]:
# 10. return i
# 11. return len(nums)
# 
# 
# 1. i = 0
# 2. while i < len(nums):
# 3. j = nums[i]
# 4. if nums[i] < len(nums) and nums[i] != nums[j]:
# 5. num"	0
